Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Natal;F;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-04;10/01/2026;14;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Contrato / Oferta;Produto falsificado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Parnamirim;F;entre 21 a 30 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Instrumentos e acessórios musicais;Entrega do Produto;Não entrega / demora na entrega do produto;Catálogo;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Uibaí;F;entre 21 a 30 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;30/12/2025;2026-02-04;11/01/2026;15;13;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Maringá;F;entre 31 a 40 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-03;09/01/2026;13;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 51 a 60 anos;2025;12;17/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-03;10/01/2026;14;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;2;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 41 a 50 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-01;09/01/2026;13;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Acessório para eletroeletrônicos (pilhas, baterias etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 41 a 50 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;F;entre 31 a 40 anos;2025;12;17/12/2025;;13/01/2026;30/12/2025;2026-02-04;10/01/2026;14;;Panvel Farmácias;Farmácias;Saúde;Medicamentos;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Vitória;M;entre 31 a 40 anos;2025;12;17/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-02;09/01/2026;13;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;5;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2025;12;17/12/2025;13/01/2026;05/01/2026;18/12/2025;2026-02-03;14/01/2026;18;9;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 31 a 40 anos;2025;12;17/12/2025;;14/01/2026;31/12/2025;2026-02-05;10/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Belém;F;entre 41 a 50 anos;2025;12;17/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;08/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos Veterinários (ração, acessórios etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Jundiaí;M;entre 31 a 40 anos;2025;12;17/12/2025;;14/01/2026;31/12/2025;2026-02-05;10/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Tablet;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sorocaba;M;entre 41 a 50 anos;2025;12;18/12/2025;14/01/2026;05/01/2026;18/12/2025;2026-02-04;15/01/2026;18;9;Fast Shop;Varejo;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Santos;M;entre 41 a 50 anos;2025;12;18/12/2025;;14/01/2026;31/12/2025;2026-02-05;11/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Montenegro;F;entre 21 a 30 anos;2025;12;18/12/2025;;13/01/2026;02/01/2026;2026-02-04;08/01/2026;11;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Serra;M;entre 21 a 30 anos;2025;12;18/12/2025;;13/01/2026;31/12/2025;2026-02-04;10/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Sobral;F;entre 41 a 50 anos;2025;12;18/12/2025;;14/01/2026;31/12/2025;2026-02-02;11/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Internet;S;N;Finalizada avaliada;Resolvida;3;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Vitória;F;entre 21 a 30 anos;2025;12;18/12/2025;;14/01/2026;02/01/2026;2026-02-05;09/01/2026;12;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Perfumaria, cosméticos e higiene pessoal;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Colombo;F;entre 21 a 30 anos;2025;12;18/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-03;10/01/2026;13;13;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Dados Pessoais e Privacidade;Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Mossoró;M;entre 31 a 40 anos;2025;12;18/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;09/01/2026;12;13;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Camaçari;M;entre 41 a 50 anos;2025;12;18/12/2025;12/01/2026;08/01/2026;24/12/2025;2026-02-02;12/01/2026;15;10;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Bernardo do Campo;M;entre 41 a 50 anos;2025;12;18/12/2025;15/01/2026;05/01/2026;18/12/2025;2026-02-05;15/01/2026;18;10;Fast Shop;Varejo;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Parnamirim;F;entre 21 a 30 anos;2025;12;18/12/2025;;13/01/2026;02/01/2026;2026-02-04;08/01/2026;11;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Araçatuba;M;entre 41 a 50 anos;2025;12;18/12/2025;;10/01/2026;30/12/2025;2026-02-01;08/01/2026;11;;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Venda Nova do Imigrante;M;entre 21 a 30 anos;2025;12;18/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-04;11/01/2026;14;13;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Fazenda Rio Grande;F;até 20 anos;2025;12;18/12/2025;;06/01/2026;22/12/2025;2026-02-03;12/01/2026;15;;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;AP;Macapá;M;entre 31 a 40 anos;2025;12;18/12/2025;12/01/2026;12/01/2026;31/12/2025;2026-02-02;09/01/2026;12;13;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Dados Pessoais e Privacidade;Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;PI;Teresina;M;entre 21 a 30 anos;2025;12;18/12/2025;13/01/2026;13/01/2026;31/12/2025;2026-02-03;10/01/2026;13;13;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2025;12;18/12/2025;13/01/2026;13/01/2026;29/12/2025;2026-02-01;12/01/2026;15;11;Mercado Pago;Empresas de Pagamento Eletrônico;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada avaliada;Resolvida;5;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Serra;M;entre 31 a 40 anos;2025;12;18/12/2025;;14/01/2026;02/01/2026;2026-02-04;09/01/2026;12;;Casa & Vídeo;Varejo;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;N;Finalizada avaliada;Não Resolvida;1;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Vicente;F;entre 21 a 30 anos;2025;12;18/12/2025;;15/01/2026;31/12/2025;2026-02-06;12/01/2026;15;;Casas Bahia;Varejo;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2025;12;18/12/2025;;16/01/2026;02/01/2026;2026-02-07;11/01/2026;14;;99App;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Aplicativo de mobilidade urbana;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;TO;Araguaína;M;entre 31 a 40 anos;2025;12;18/12/2025;;13/01/2026;31/12/2025;2026-02-04;10/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Alimentos;Alimentos para fins especiais (dietéticos, infantis, suplementos, gestantes, energéticos, isotônicos etc);Saúde e Segurança;Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2025;12;18/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-04;11/01/2026;14;13;99App;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Aplicativo de mobilidade urbana;Contrato / Oferta;Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Uruguaiana;M;entre 41 a 50 anos;2025;12;18/12/2025;;13/01/2026;02/01/2026;2026-02-04;08/01/2026;11;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 31 a 40 anos;2025;12;18/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-01;11/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2025;12;18/12/2025;;12/01/2026;30/12/2025;2026-02-03;10/01/2026;13;;99Food;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Serviços de entrega / delivery;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São José dos Campos;M;entre 31 a 40 anos;2025;12;18/12/2025;;13/01/2026;29/12/2025;2026-02-04;12/01/2026;15;;Localiza Rent a Car;Aluguel de Carros;Demais Serviços ;Locação/ Aluguel - carros, roupas etc (exceto habitação);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Parnamirim;M;entre 51 a 60 anos;2025;12;18/12/2025;;13/01/2026;31/12/2025;2026-02-04;10/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;João Pessoa;M;entre 31 a 40 anos;2025;12;18/12/2025;12/01/2026;12/01/2026;30/12/2025;2026-02-02;10/01/2026;13;12;Will Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Renegociação / parcelamento de dívida;Telefone;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 21 a 30 anos;2025;12;18/12/2025;;13/01/2026;31/12/2025;2026-02-04;10/01/2026;13;;iFood;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Serviços de entrega / delivery;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Novo Repartimento;M;entre 21 a 30 anos;2025;12;18/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;11/01/2026;14;12;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;SE;Aracaju;M;entre 21 a 30 anos;2025;12;18/12/2025;;13/01/2026;01/01/2026;2026-02-02;09/01/2026;12;;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Dificuldade de cancelamento / eliminação de dados / revogação do consentimento;Não comprei / contratei;S;N;Finalizada avaliada;Não Resolvida;1;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2025;12;18/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-04;11/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc);Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;SE;Aracaju;M;entre 41 a 50 anos;2025;12;18/12/2025;;13/01/2026;31/12/2025;2026-02-04;10/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 21 a 30 anos;2025;12;18/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-02;11/01/2026;14;13;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Vitória da Conquista;M;até 20 anos;2025;12;18/12/2025;;14/01/2026;30/12/2025;2026-02-05;12/01/2026;15;;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Vitória;M;entre 31 a 40 anos;2025;12;18/12/2025;;14/01/2026;02/01/2026;2026-02-05;09/01/2026;12;;Amazon.com.br;Comércio Eletrônico;Alimentos;Bebidas;Dados Pessoais e Privacidade;Dificuldade de cancelamento / eliminação de dados / revogação do consentimento;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;PI;Altos;M;entre 21 a 30 anos;2025;12;19/12/2025;12/01/2026;07/01/2026;23/12/2025;2026-02-02;13/01/2026;15;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
