Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Bebedouro;F;entre 21 a 30 anos;2025;12;19/12/2025;13/01/2026;13/01/2026;29/12/2025;2026-02-03;13/01/2026;15;10;Universidade Estácio de Sá;Estabelecimentos de Ensino;Educação;Superior ( Graduação e Pós );Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 21 a 30 anos;2025;12;19/12/2025;13/01/2026;06/01/2026;22/12/2025;2026-02-03;13/01/2026;15;10;Fast Shop;Varejo;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Praia Grande;F;entre 41 a 50 anos;2025;12;19/12/2025;12/01/2026;08/01/2026;24/12/2025;2026-02-02;13/01/2026;15;9;Zurich Santander Seguros;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 51 a 60 anos;2025;12;19/12/2025;12/01/2026;07/01/2026;24/12/2025;2026-02-02;12/01/2026;14;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;São Borja;F;entre 51 a 60 anos;2025;12;19/12/2025;;13/01/2026;03/01/2026;2026-02-04;08/01/2026;10;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Eldorado do Sul;M;mais de 70 anos;2025;12;19/12/2025;12/01/2026;07/01/2026;23/12/2025;2026-02-02;13/01/2026;15;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Catu;F;entre 21 a 30 anos;2025;12;19/12/2025;14/01/2026;14/01/2026;30/12/2025;2026-02-04;13/01/2026;15;11;Universidade Estácio de Sá;Estabelecimentos de Ensino;Educação;Superior ( Graduação e Pós );Cobrança / Contestação;Renegociação / parcelamento de dívida;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;F;entre 21 a 30 anos;2025;12;19/12/2025;;13/01/2026;02/01/2026;2026-02-04;09/01/2026;11;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Extremoz;M;entre 21 a 30 anos;2025;12;19/12/2025;;13/01/2026;01/01/2026;2026-02-04;10/01/2026;12;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Catálogo;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Osasco;F;entre 41 a 50 anos;2025;12;19/12/2025;;12/01/2026;30/12/2025;2026-02-03;11/01/2026;13;;OLX Pay;Empresas de Pagamento Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos (monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Dados Pessoais e Privacidade;Dados de Crianças e Adolescentes - Coleta, uso ou compartilhamento indevido / não autorizado de dados;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Suzano;M;entre 21 a 30 anos;2025;12;19/12/2025;13/01/2026;13/01/2026;29/12/2025;2026-02-03;13/01/2026;15;10;Atacadão;Supermercados;Alimentos;Bebidas;Saúde e Segurança;Data de validade vencida, ilegível, inexistente ou adulterada;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Serra;F;entre 21 a 30 anos;2025;12;19/12/2025;;06/01/2026;22/12/2025;2026-02-04;13/01/2026;15;;Fido;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Negativação indevida referente a tarifa, taxas não previstas contrato / serviço;Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Arujá;F;entre 21 a 30 anos;2025;12;19/12/2025;;14/01/2026;31/12/2025;2026-02-05;12/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Acessório para eletroeletrônicos (pilhas, baterias etc);Dados Pessoais e Privacidade;Dificuldade de acesso a dados pessoais ou financeiros;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;São Luís;F;entre 61 a 70 anos;2025;12;19/12/2025;;13/01/2026;30/12/2025;2026-02-04;12/01/2026;14;;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cartão não solicitado - Envio ou cobrança;Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Franca;M;entre 21 a 30 anos;2025;12;19/12/2025;15/01/2026;15/01/2026;31/12/2025;2026-02-05;13/01/2026;15;12;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;M;entre 61 a 70 anos;2025;12;19/12/2025;13/01/2026;07/01/2026;23/12/2025;2026-02-03;13/01/2026;15;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Governador Lindenberg;M;entre 21 a 30 anos;2025;12;19/12/2025;14/01/2026;14/01/2026;02/01/2026;2026-02-04;10/01/2026;12;14;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2025;12;19/12/2025;12/01/2026;12/01/2026;29/12/2025;2026-02-02;12/01/2026;14;10;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Vício de Qualidade;Clonagem, fraude, furto e roubo;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;F;entre 51 a 60 anos;2025;12;19/12/2025;;13/01/2026;03/01/2026;2026-02-03;08/01/2026;10;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada avaliada;Resolvida;3;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Novo Hamburgo;M;entre 31 a 40 anos;2025;12;19/12/2025;;13/01/2026;31/12/2025;2026-02-04;11/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc);Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Salto do Jacuí;F;entre 41 a 50 anos;2025;12;19/12/2025;12/01/2026;09/01/2026;26/12/2025;2026-02-02;12/01/2026;14;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamento de Imóveis;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;Campo Grande;F;entre 41 a 50 anos;2025;12;19/12/2025;12/01/2026;09/01/2026;26/12/2025;2026-02-02;12/01/2026;14;10;Latam Airlines (Tam);Transporte Aéreo;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Erechim;F;entre 31 a 40 anos;2025;12;19/12/2025;;13/01/2026;03/01/2026;2026-02-04;08/01/2026;10;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;Três Lagoas;M;entre 31 a 40 anos;2025;12;19/12/2025;;13/01/2026;03/01/2026;2026-02-04;08/01/2026;10;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, cafeteira etc );Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Vila Velha;M;até 20 anos;2025;12;19/12/2025;12/01/2026;06/01/2026;22/12/2025;2026-02-02;13/01/2026;15;9;EDP Espírito Santo;Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Dados Pessoais e Privacidade;Falta de clareza / transparência no uso dos dados pessoais ou financeiros (falta de informação sobre a finalidade, período de armazenamento ou compartilhamento) ;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;Campo Grande;F;entre 21 a 30 anos;2025;12;19/12/2025;;13/01/2026;02/01/2026;2026-02-04;09/01/2026;11;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Acessório para eletroeletrônicos (pilhas, baterias etc);Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Campinas;M;entre 31 a 40 anos;2025;12;19/12/2025;13/01/2026;13/01/2026;29/12/2025;2026-02-03;13/01/2026;15;10;Latam Airlines (Tam);Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Cancelamento de voo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;M;entre 21 a 30 anos;2025;12;19/12/2025;;13/01/2026;30/12/2025;2026-02-04;12/01/2026;14;;Localiza Rent a Car;Aluguel de Carros;Demais Serviços ;Locação/ Aluguel - carros, roupas etc (exceto habitação);Vício de Qualidade;Falha de segurança (furto, roubo, violação);Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;AL;Maceió;M;entre 41 a 50 anos;2025;12;19/12/2025;;13/01/2026;02/01/2026;2026-02-04;09/01/2026;11;;Casas Bahia;Varejo;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Cobrança / Contestação;Negativação indevida (SPC, Serasa, SCPC etc);Loja física;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;AP;Macapá;F;mais de 70 anos;2025;12;19/12/2025;12/01/2026;12/01/2026;29/12/2025;2026-02-02;12/01/2026;14;10;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Dificuldade para obter boleto de quitação ou informações acerca de cálculos, pagamentos, saldo devedor;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2025;12;19/12/2025;;14/01/2026;31/12/2025;2026-02-05;12/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São José do Rio Preto;F;entre 31 a 40 anos;2025;12;19/12/2025;15/01/2026;15/01/2026;31/12/2025;2026-02-02;13/01/2026;15;12;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;Três Lagoas;F;entre 41 a 50 anos;2025;12;19/12/2025;13/01/2026;06/01/2026;22/12/2025;2026-02-01;13/01/2026;15;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada avaliada;Resolvida;2;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Belém;M;entre 21 a 30 anos;2025;12;19/12/2025;;13/01/2026;31/12/2025;2026-02-04;11/01/2026;13;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos (monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Taubaté;F;entre 31 a 40 anos;2025;12;20/12/2025;12/01/2026;06/01/2026;24/12/2025;2026-02-02;12/01/2026;13;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Dados Pessoais e Privacidade;Dificuldade de cancelamento / eliminação de dados / revogação do consentimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;F;entre 41 a 50 anos;2025;12;20/12/2025;;13/01/2026;02/01/2026;2026-02-04;10/01/2026;11;;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;M;entre 21 a 30 anos;2025;12;20/12/2025;15/01/2026;15/01/2026;02/01/2026;2026-02-05;12/01/2026;13;13;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Dados Pessoais e Privacidade;Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;M;entre 21 a 30 anos;2025;12;20/12/2025;13/01/2026;12/01/2026;29/12/2025;2026-02-02;13/01/2026;14;10;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Mossoró;M;entre 31 a 40 anos;2025;12;20/12/2025;;13/01/2026;02/01/2026;2026-02-04;10/01/2026;11;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 51 a 60 anos;2025;12;20/12/2025;13/01/2026;12/01/2026;29/12/2025;2026-02-03;13/01/2026;14;10;Safra Vida e Previdência;Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 51 a 60 anos;2025;12;20/12/2025;12/01/2026;06/01/2026;24/12/2025;2026-02-02;12/01/2026;13;10;Mercado Pago;Empresas de Pagamento Eletrônico;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;AL;Maceió;M;entre 41 a 50 anos;2025;12;20/12/2025;12/01/2026;07/01/2026;23/12/2025;2026-02-02;14/01/2026;15;8;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Dados Pessoais e Privacidade;Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;Caxias;M;mais de 70 anos;2025;12;20/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;13/01/2026;14;10;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Londrina;F;entre 61 a 70 anos;2025;12;20/12/2025;12/01/2026;06/01/2026;22/12/2025;2026-02-02;14/01/2026;15;8;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Castanhal;F;entre 21 a 30 anos;2025;12;20/12/2025;13/01/2026;12/01/2026;29/12/2025;2026-02-03;13/01/2026;14;10;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Loja física;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Colatina;F;entre 21 a 30 anos;2025;12;20/12/2025;14/01/2026;14/01/2026;31/12/2025;2026-02-04;13/01/2026;14;11;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Cobrança / Contestação;Cobrança após cancelamento do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Campina Grande;M;entre 41 a 50 anos;2025;12;20/12/2025;;15/01/2026;31/12/2025;2026-02-06;14/01/2026;15;;Amazon.com.br;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;PI;Bom Jesus;M;entre 31 a 40 anos;2025;12;20/12/2025;;13/01/2026;03/01/2026;2026-02-04;09/01/2026;10;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Livros e papelaria (material didático, artigos de escritório, etc.);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Santa Maria;M;entre 61 a 70 anos;2025;12;20/12/2025;13/01/2026;07/01/2026;23/12/2025;2026-02-03;14/01/2026;15;9;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cartão não solicitado - Envio ou cobrança;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;Timon;F;entre 41 a 50 anos;2025;12;20/12/2025;13/01/2026;13/01/2026;30/12/2025;2026-02-03;13/01/2026;14;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Programas Sociais;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Mogi das Cruzes;F;entre 21 a 30 anos;2025;12;20/12/2025;;14/01/2026;31/12/2025;2026-02-05;13/01/2026;14;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Perfumaria, cosméticos e higiene pessoal;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
